,漫画ID,标题,作者,封面,内容简介,是否完结,最新章节,是否已收集,百度云分享链接,提取码,是否发布
136,213795,我的BOSS是大神,二次元动漫,https://oss.mkzcdn.com/comic/cover/20190204/5c58541eba5b2-750x999.jpg!cover-400,"
              失恋后，游戏小白许星云误打误撞进入五只富家少爷和一个高冷大神的电竞俱乐部，开始了团宠兼团欺的小助理生活……              ",完结,作品推荐2 末日刁民 预告,否,,,否
137,208471,越界直播,星海动漫,https://oss.mkzcdn.com/comic/cover/20180611/5b1e1bac5c2f2-600x800.jpg!cover-400,"
              “清纯女主播被爆小三”“乖巧网红涉嫌权钱交易”“粉丝过百万暖男Po主实为校园暴力指使者”……李氏播音集团的网红们在幕前经营的甜美形象忽然间集体重锤幻灭，引起舆论热议。警方追究造谣者“幽灵Z”，最终却发现这些舆论均属实，高颜值网红在幕前甜美上线，而黑暗和交易，却如蛛丝一般，躲藏在幕后的阴暗角落……
每一个暗黑事件的出现，都有一个看不见的神秘黑客“幽灵Z”给予曝光，将网民对于不法事件的愤恨，转变成了现实的惩戒。
当舆论撞击道德，当幕前转到幕后，被网警全力通缉的“幽灵Z”，扬言要直播惩戒更多的乱象……              ",完结,第159话,否,,,否
138,211434,我还小,左岸卡漫,https://oss.mkzcdn.com/zymkcover/999/mh/104001.jpg!cover-400,"
              嫁了个老公，在人前总是风度翩翩，在床上却如狼似虎让我欲哭无泪，还尼玛被逼给他生孩子！每周四更新！              ",完结,第二部第17话 难道你不想我吗？,否,,,否
139,206437,功成神就,伊乐乐乐乐,https://oss.mkzcdn.com/comic/cover/20180313/5aa7a21e7d25a-2466x3288.!cover-400,"
              信仰缺失的现代，神明渐渐衰弱。阴曹地府中，五官王的陨落拉开了神官减员危机的序幕，为了解除危机、稳定神官人数，挑选凡人在现世积累功德，寿终后晋升神官的“见习神官”制度开始被实行，但规章化的制度难免会让个别心术不正的人钻漏洞晋升为神官酿成大祸。一次意外中，少女陈渺渺被五官王转世的陆离川所救，体内莫名混入离川的魂魄，导致离川只有与她合体时才能发挥神力、完成功德修行，在多次纠缠下，渺渺只能无奈卷入这场神官危机之中。              ",完结,第217话 跑吧！去找他,否,,,否
140,213168,血族前男友：甜美的咬痕,杭漫文化,https://oss.mkzcdn.com/comic/cover/20191022/5daebd779a5ab-750x999.jpg!cover-400,"
              失踪多年的前男友墨天及突然出现在叶微微面前，居然要求和她复合！不论叶微微如何拒绝，墨天及都锲而不舍，终于动摇的叶微微，突然发现了墨天及的另一个身份——吸血鬼……              ",完结,第120话 父亲的信,否,,,否
141,209292,打野英雄,王凌雪 周天,https://oss.mkzcdn.com/comic/cover/20170609/593a17c6e0dca-600x800.jpg!cover-400,"
              这是电子竞技繁荣昌盛的时代，这是电竞人成为知名明星的黄金时代，这是LOL和LOL联赛无限光明的时代，在这个时代里，每个LOL电竞人都以捧起世界大赛的奖杯为人生最高的荣光；而参加世界大赛的门票，是全国大赛群雄逐鹿中拼杀而出的最强者们才有资格持有。
在这个时代中，一位外卖小哥机缘巧合之下加入了快要解散的LOL职业队伍初速队，他没有想到，这将成为撬动世界，开创历史的关键。              ",完结,第87话 烟火,否,,,否
142,212885,狂拽小妻,iCiyuan动漫,https://oss.mkzcdn.com/comic/cover/20190920/5d8434c501d20-750x999.jpg!cover-400,"
              姜星尔第一次见到萧庭月，那个话少面瘫、眉目犀利的神秘蓉城权贵，脑中唯一的念头就是，她要睡了他！终于，她如愿以偿。              ",完结,最终话 我们的婚礼,否,,,否
143,213743,极品小神医,极漫文化,https://oss.mkzcdn.com/comic/cover/20181203/5c04ddccd91f5-750x999.jpg!cover-400,"
              石磊的贫困生补助被权贵夺走，毅然放弃求学回家种田！
摔下悬崖，却意外获得神医传承，从此治病救人，惩恶扬善，人生从此改变，各色美女开始纷纷向村子汇聚……              ",完结,第40话2 被迫留宿,否,,,否
144,206319,哑舍,玄色&晓泊,https://oss.mkzcdn.com/cover/2016-04-07/6260049_162015.jpg!cover-400,"
              哑舍里的古物，每一件都有着自己的故事，承载了许多年，无人倾听，因为，它们都不会说话。默然等待千年，只为再次相遇。古物背后的历史，历史背后的人生。它们在岁月中浸染了成百上千年，每一件，都凝聚着工匠的心血，倾注了使用者的感情。每一件，都属于不同的主人，都拥有自己的故事。每一件，都那么与众不同，甚至每一道裂痕和缺口都有着独特的历史。谁还能说，古董都只是器物，都是没有生命的死物？这是一本讲述古董故事的书，既然它们都不会说话，那就让我用文字忠实地记载下来……              ",完结,最终话 涅罗盘（六）,否,,,否
145,213215,龙魂特工,十二章纹,https://oss.mkzcdn.com/comic/cover/20180906/5b909bcc84887-598x798.jpg!cover-400,"
              他是超级特工，也是黑暗界的大法官，更是让人闻风丧胆的佣兵王者。为朋友，他两肋插刀：为红颜，他血染战袍。只为一个信念，他重临花都，龙傲天下，势要将昔日的敌人踩在脚下。至此都市之中又多了一个超级特工的传说……              ",完结,第78话,否,,,否
146,65,暗夜协奏曲,漫客文化,https://oss.mkzcdn.com/comic/cover/20181206/5c0888b707906-600x800.jpg!cover-400,"
              　　永恒的寻找，对抗生命的短暂轮回，为的是五百年前不肯遗忘的承诺。平凡女孩与吸血王子的奇异邂逅，迷糊女孩的平静生活将会发生怎样的改变？这徘徊在青梅竹马的邻家男孩和吸血王子之间的平凡女孩，又将何去何从？ 　　
500年前，吸血鬼爱上了一个人类的女孩，但是因为生命周期不同，人类的女孩最后死了。悲伤的吸血鬼不想再受此伤痛，想要回复人类的身份。终于找到变回人的方法…… 
我们的故事则发生在500年后的现代。一个普通的女孩原本过着平淡的每一天，却被一只吸血鬼扰乱了她原本平静的生活。粉红的浪漫爱情协奏曲即将响起！              ",完结,第140话 最终章 永恒的等待,否,,,否
147,211888,我的俘虏,昭花社,https://oss.mkzcdn.com/comic/cover/20190920/5d8454923f029-750x999.jpg!cover-400,"
              被爱情狠狠伤过回家继承家业的苏辞，多年后再遇当时伤害他的林妙语，想展开一场场心机报复，却不料被骗人精林妙语不断套路……              ",完结,你愿意为梦想付费吗,否,,,否
148,211992,地狱告白诗,飒飒动漫,https://oss.mkzcdn.com/comic/cover/20191010/5d9edd537fc87-750x999.jpg!cover-400,"
              乖乖女尹镰终于鼓起勇气向青梅竹马的宫风曜告白，却得到一个模棱两可的答复。是告白的时机不对，还是自己不够优秀？无论如何，暗恋宫风曜多年的她并不想放弃。然而这场未果的告白没过多久，另一场突如其来的高调告白将尹镰原本平静的生活彻底打破——突然出现的巨大怪物，让整座城市都陷入了毁灭的深渊；猝不及防的霸道强吻，却融合出破坏一切的地狱魔神！正当她为宫风曜惨死怪物之手而伤心绝望时，却发现一切都已回归平静，仿佛刚才的灾难都未发生过一样，而造成那仿佛末日般的巨大灾难的男人，却以普通学生的身份堂而皇之地出现在了她的生活之中……              ",完结,地狱告白诗漫动画上线,否,,,否
149,214343,我的老婆有点凶,三福动漫,https://oss.mkzcdn.com/comic/cover/20190812/5d510d35dec2f-748x998.jpg!cover-400,"
              【每周二、三更新】修炼《天神秘典》的佣兵之王回国，执行贴身保护校花的任务！从此过上欢乐小冤家的生活。老婆，你能不能消停点？和睦相处不好吗？我和她们真的只是朋友而已……              ",完结,第46话,否,,,否
150,212506,钢铁大唐,漫客文化,https://oss.mkzcdn.com/comic/cover/20181205/5c0789252cbb5-750x999.jpg!cover-400,"
              外星殖民的长安城中，身怀恐怖机密的少年林藏，邂逅金刚芭比、杀手帝姬、男装少女、外星爆乳娘…为揭开身世之谜、澄清御宇，日夜奋战不停！（？！）              ",完结,第103话2,否,,,否
151,213470,哥要做女王,冰川绘工作室,https://oss.mkzcdn.com/comic/cover/20181112/5be8e9d75743c-600x800.jpg!cover-400,"
              哥刚刚大学毕业却穿越回高中！哥明明是男生却变成女孩子！不过这身材……这脸……还不错~曾经在高中总是被学校里的坏学生欺负，现在哥已经不是当年的萌新软柿子了。既然老天又给了哥一次重来的机会，哥决定不要再做乖乖的好学生了！哥要改变历史！哥要称霸高中！哥要做女王！！！              ",完结,最终话 终点也是起点,否,,,否
152,212440,入夜讲诡,可米酷,https://oss.mkzcdn.com/comic/cover/20180111/5a57111c0663d-535x714.jpg!cover-400,"
              你有过令人毛骨悚然的经历吗？ 每当夜深人静的时候，出现过心悸的感觉吗？ 这个世界远比你以为的那个世界要恐怖的多......              ",完结,最终话 结束亦是开始,否,,,否
153,212836,总裁少爷爱上我,仟绘动漫,https://oss.mkzcdn.com/comic/cover/20190924/5d897d5db1ab0-750x999.jpg!cover-400,"
              本一心想调查父亲的真正死因，随着逐渐深入竟牵扯进去更大的集团黑幕陷害和谋杀案，而和他的第一次相遇也是被绑了去，本世纪最彪女主遇上宇宙超腹黑少爷会蹦擦出怎样的妖艳旋律，就在《腹黑少爷撩上我》              ",完结,第137话 神助攻,否,,,否
154,213490,兔妖小王妃,极漫文化,https://oss.mkzcdn.com/comic/cover/20181224/5c20723806abb-750x999.jpg!cover-400,"
              雪山赤兔精胡媚因贪玩入凡尘，闯入宫殿的她对皇帝龙煊一见钟情，毅然决然化身人类入凡，开启不同凡响的追爱之旅。
却不知，化身为人的胡媚竟和璟王落跑的王妃长得一模一样。胡媚被当成璟王妃抓了回去。这个粗暴的王爷处处限制胡媚的自由，以爱为名的监禁让胡媚倍感痛苦。              ",完结,最终话 不能放弃,否,,,否
155,214970,近身狂医,仟绘动漫,https://oss.mkzcdn.com/comic/cover/20191023/5db021561133d-750x999.jpg!cover-400,"
              一个大山里走出来的绝世高手，兴中医，立国术，废西学，奉旨泡妞。他让中医走向世界，他让功夫成为传奇。【星相卦术，窥破天机】【水墨工笔，引动国际】【中医针灸，悬壶济世】              ",完结,第64话,否,,,否
156,213169,我的总裁就是这么萌,杭漫文化,https://oss.mkzcdn.com/comic/cover/20190408/5caafe1a85e42-750x999.jpg!cover-400,"
              风起云涌的上海，霸道少帅与昔日恋人重逢，本以为能重拾曾经的爱恋，却一次次卷入阴谋之中。战争、复仇、爱恨、悲欢……残垣火光中，他们能否守护这一份来之不易的感情？              ",完结,第69话 秦伯父的“买卖”,否,,,否
157,212881,萌妻有点皮,闻源文化,https://oss.mkzcdn.com/comic/cover/20190216/5c67b90c96f96-750x999.jpg!cover-400,"
              一场始于真心话大冒险的乌龙邂逅？一晚醉酒误与被子缱绻缠绵的暧昧之夜？他舔了舔自己渗着血珠的唇，一脸危险; 他红着脸把头埋入她的脖颈间，轻声撒娇。谁说冤家宜解不宜结？五大帅哥组团爆笑来袭，双面总裁就是非要赖上你。              ",完结,最终话 幸福的开始,否,,,否
158,213799,弑神之路,极漫文化,https://oss.mkzcdn.com/comic/cover/20181218/5c186d43c4f52-750x999.jpg!cover-400,"
              《诸神之战》是近期最流行的一款靠潜能匹配历史人物、神话人物的大逃杀游戏，赵云、妲己、花木兰、华雄……你的潜能决定了能匹配到的猛将！
荷马，一介游戏菜鸟，进入游戏竟触发了隐藏剧情，神级青龙任凭使唤，对他顶礼膜拜！这注定是一场奇遇！游戏外的弱鸡的不复存在，在这个群雄割据，神将如云的游戏世界，接受自身潜能的极限挑战，且看如何将赵云玩到极限，叱咤风云！名将在手，天下我有！掌握着bug技能的开挂人生即将开启！              ",完结,最终话 藏在背面的答案,否,,,否
159,214131,逆天神医,阿里文学,https://oss.mkzcdn.com/comic/cover/20190222/5c6fb59d0f535-745x993.jpg!cover-400,"
              这是一个不一样的神医；他妙手回春，有人将他的名字写在长生牌位之上，日夜供奉。他受人唾骂，有人恨不得将他剥皮抽筋，日夜诅咒。他左擒济世壶，一手金针渡人苦海，他右持杀生剑，一剑送人断头台。              ",完结,最终话,否,,,否
160,213639,撒娇boss追妻36计,逸云书院,https://oss.mkzcdn.com/comic/cover/20181107/5be2ad98a1284-600x800.jpg!cover-400,"
              兼职当入殓师却被卷入离奇恋爱，没有比这更荒唐的事了！起死回生的总裁不按常理出牌，追她用尽三十六计，是单相思还是三角恋，只有看了才知道。              ",完结,第1季最终话 我要反击了,否,,,否
161,213134,机关天下,漫客文化,https://oss.mkzcdn.com/comic/cover/20180820/5b7a96c8123c8-600x800.jpg!cover-400,"
              以人为媒介的机关奇术；不明身份的两位少年在古墓棺材之中遇到了百年不腐的少女，机关天下王道与侠道的传奇就此拉开序幕……              ",完结,停更公告,否,,,否
162,213221,恶魔少爷在身边,博易动漫,https://oss.mkzcdn.com/comic/cover/20180930/5bb06991ac172-600x800.jpg!cover-400,"
              倒垃圾途中初吻被夺，第二天还被贵族恶少绑架，被迫签订合约成为他的小宠儿，迷糊丫头夏洛洛终于炸毛了！龙泽野,别以为你是帝国集团第一继承人就能随便掌控别人的人生，她夏洛洛才不会乖乖就范呢，她一定要逃出恶魔的手掌心！只可惜,道高一尺，魔高一丈！!恶魔少爷欺上身，敢跑?吻到脚软！敢逃？宠到上瘾！              ",完结,第110话 默默的爱,否,,,否
163,213078,影帝和他的公主大人,咸鱼缸,https://oss.mkzcdn.com/comic/cover/20191220/5dfc73a1a5464-750x999.jpg!cover-400,"
              为摆脱和顾冕的婚约关系，叶天莺找到资质超然的原迟，立志将眼前这个身处绝境的小子培养成影帝兼自己手中的忠犬，殊不知忠犬也会黑化，而自己也会有被忠犬扑倒的一天？              ",完结,最终话,否,,,否
164,211625,医妃当道,天翼爱动漫,https://oss.mkzcdn.com/comic/cover/20180919/5ba21e4a1dfe8-600x800.jpg!cover-400,"
              她，现代医学博士，搏击教练，重生在十一岁小女孩身体里，成为了谢家长女，却与至亲之人展开一场没有刀光剑影的争斗。血战之后，却被告知有婚约将至。更可笑的是，婚约之人却是个废人，与太监无异。而这一切都被她的父亲和蒙在鼓里。此仇不报非女子，她坚信，毒辣才能斗遍天下，你不害我，我不害人。              ",完结,最终话 差得远呢,否,,,否
165,212629,极品相师,逐浪动漫,https://oss.mkzcdn.com/comic/cover/20180330/5abe178c71d0c-799x1066.!cover-400,"
              勘风雨定乾坤，谈笑间算尽前世今生，却偏偏挡不住那纷至沓来的桃花运。流氓相师下山收债，不小心反倒欠下巨款，成了冰山总裁的贴身保镖，又勾搭上萝莉同行，在莺莺燕燕的包围中，搅动天下大势。根据“逐浪网”同名小说《极品相师》改编。              ",完结,58话 符箓比赛开始！,否,,,否
166,211877,完美帝妃,花颜,https://oss.mkzcdn.com/comic/cover/20170823/599d2c1d86cdb-600x800.jpg!cover-400,"
              军火女王席幕因知军火不正用途内情被人暗算死亡，意外穿越到架空时代的落月国席丞相之女席慕身上，被婚配给祁将军之子，却遇见了自称是祁然的爷爷的爷爷的祖爷爷……              ",完结,最终话 最终话,否,,,否
167,210421,玄羽恋歌,金鱼,https://oss.mkzcdn.com/comic/cover/20190326/5c99c339d3fad-750x999.jpg!cover-400,"
              继《谜之魔盒》《寻找前世之旅》之后，金鱼大大又一全新力作《玄羽恋歌》连载于飒漫画！
农学院兽医系在读生橘葵（昵称小葵）与一只黑猫（应该是男主，本名玄岱，女主通常叫他“小黑”）之间的故事。其中女主小葵有可能是已经消失的羽族的族人。而男主玄岱则为仙灵界玄国的皇子，为了继承王位而参加试炼，因此来到女主所在的世界并保持动物（黑猫）的样子，也就是所谓“兽化”。
故事开头，女主为了拿毕业证赶着去王处长家进行一个猫咪绝育手术，不料她的老师（陈老师）开车撞上了一只小黑猫（即男主）。陈老师对黑猫不管不顾，而小葵则宁愿无法毕业也要救活小黑猫。在手术台上，因吻了黑猫一下，女主男主的身体发生了惊人的变化……              ",完结,第92话 南柯一梦,否,,,否
168,212412,未近,可米酷,https://oss.mkzcdn.com/comic/cover/20180110/5a55ec95e3877-600x800.jpg!cover-400,"
              这是一个【傲娇伪娘】被逼服侍【变态少爷】的爆笑故事…。 主角近赤罗在不情愿的状况下成为了 富豪家族的仆人， 他服侍的少爷匿铭未几却是一名变态！              ",完结,第72话 舍身,否,,,否
169,212774,甜蜜蜜,一直看,https://oss.mkzcdn.com/comic/cover/20191111/5dc8d8b27acfa-2480x3306.jpg!cover-400,"
              被赶出家门，却意外被他收留！没想到……这个男人真的是关照的有点过分啊，怎么晚上睡觉也要格外关照啊！每日没羞没臊的关照真的很过分啊，更过分的是，男人还理直气壮的说，是她先惹火的！本以为这样没羞没臊的日子会和他一直过下去，然而……当初那个保护她的男孩，长成大人回来了……              ",完结,第146话,否,,,否
170,209584,巨星孵化手册,映梦社,https://oss.mkzcdn.com/comic/cover/20190925/5d8b1ab6b61c6-1199x1599.jpg!cover-400,"
              一朝重生，脾气稀烂傲娇的天才新星萧冉决心把握这来之不易的还阳机会，实现自己成为巨星的心愿，熟料这重生还自带debuff的，每个月都要变形一次，且可能变成任何东西？？
我的经纪人看到我变成一条女式胖次了怎么破，急，在线等。              ",完结,第113话 离别？！,否,,,否
171,214241,太古狂神,阿里文学,https://oss.mkzcdn.com/comic/cover/20191205/5de8aa06f201c-750x999.jpg!cover-400,"
              一成一败谓之一劫，一生一死谓之轮回。执九极之力，掌生死轮回，踏万古之秘，与诸天争锋，我为狂魔，敢逆天！              ",完结,最终话,否,,,否
172,210159,这个神兽有点萌系列之通天嗜宠,左岸卡漫,https://oss.mkzcdn.com/comic/cover/20180122/5a65b39c3ce47-600x800.jpg!cover-400,"
              说好的重生成嫦娥呢，怎么成了饕餮了！前世胖死了，这一世吃不死，她该哭该笑。遇到的神仙一个比一个不靠谱。身材纤细的食神整天说吃不胖。红色战袍的二郎神很骚包。月老MM是个腐女。能送我一个靠谱的神仙么。              ",完结,第3季80话 昊天复命,否,,,否
173,212903,甜妻食用指南,漫客文化,https://oss.mkzcdn.com/comic/cover/20190920/5d84410fcf21d-737x983.jpg!cover-400,"
              职场重逢，腹黑上司伙同一双可爱儿女把她拐回家的追妻治愈故事！              ",完结,第51话 住在一起了,否,,,否
174,213019,王道少年不可能谈恋爱,漫客文化,https://oss.mkzcdn.com/comic/cover/20190401/5ca1e342906fc-750x999.jpg!cover-400,"
              曾经的王道少年在和魔王决战的时刻，意外掉落进入一个女性比例占大多数的体育校园世界，想要回到自己原来的世界，要和女孩子们谈恋爱？不！王道少年不可能谈恋爱！              ",完结,最终话,否,,,否
175,211956,天价温柔受不起,晴空映画夏夜工作室,https://oss.mkzcdn.com/comic/cover/20180605/5b1650cf27dab-2479x3305.jpg!cover-400,"
              徐子英拥有绝对的金手指，她买彩票、选股票、不管选什么都中都会赢……她的幸运是天生的，却不能乱用！遇见了他，迫不得已使用之后，却不得已和总裁一同掉进了倒霉漩涡……可她发现有他在，她的倒霉变成了另外一种……              ",完结,最终话,否,,,否
176,212951,喂！别动我的奶酪,左岸卡漫,https://oss.mkzcdn.com/comic/cover/20180717/5b4daa29d8cf7-600x800.jpg!cover-400,"
              【每周三、六更新】娇蛮任性的富家千金白曦曾以为，只有像谢思哲那样身具男主光环的男人才配得上她。谁知付出真心的结果是被对方利用殆尽，到头来还得祝他和“女主角”白头偕老？开什么玩笑？！              ",完结,第161话 永别了，绊脚石,否,,,否
177,208724,倾国妖宠,夕度罗,https://oss.mkzcdn.com/comic/cover/20191128/5ddf9a2f7b420-748x997.jpg!cover-400,"
              夕度罗的最新力作倾国妖宠，目前也在漫游飒飒抢先首发中！              ",完结,最终话 故人（下）,否,,,否
178,212057,豪门争斗之散打女王,独角兽工作室,https://oss.mkzcdn.com/comic/cover/20180206/5a79271d455bf-957x1276.jpg!cover-400,"
              散打女王碰上腹黑霸道总裁，小火花噼里啪啦。
我要练散打！碰到地痞无赖霸道流氓总裁通通打倒！你要雇我？告诉你，低于五百我可不去，给一千？那我去！！              ",完结,最终话,否,,,否
179,213297,大蛊师,极漫文化,https://oss.mkzcdn.com/comic/cover/20181122/5bf61259b9d53-600x800.jpg!cover-400,"
              某公司普通职员刀小鱼最近走了桃花运，突然得到绝色女子冷魅的垂青，为了追求到刀小鱼，没有恋爱经验的菜鸟美女使出浑身解数，从而闹出一系列笑话。面对美女的奇葩攻势，刀小鱼已经大呼吃不消，更要命的是，他的女友，是一个正牌蛊师！吵吵闹闹中，刀小鱼得知自己竟然身怀至宝天龙蛊，被卷入到一个惊天大阴谋里，稍有不慎，就会万劫不复！              ",完结,最终话 冰火相融小鱼飞天2,否,,,否
180,213224,人气同桌是只猫,极漫文化,https://oss.mkzcdn.com/comic/cover/20180907/5b91d57bc99c9-600x800.jpg!cover-400,"
              付暖酒是学校里的人气男神，深受女生们的喜爱，但是他本人却是一个不折不扣的的大冰山，情商似乎极低。可最不巧的是，女主角慕晓偏偏成为了他的同桌，每天和学校的人气男神近在咫尺，并因为这件事遭到了学校里一些绿茶婊的攻击和算计。更让慕晓想不到的是，这位人气同桌，竟然还有着一个更加匪夷所思的身份，那就，他的本体，竟然是一只黑猫！              ",完结,最终话 我一定会找到你！,否,,,否
181,213219,超级神医系统,十二章纹,https://oss.mkzcdn.com/comic/cover/20190916/5d7f2c6d9435d-750x999.jpg!cover-400,"
              改编自小说《超级神医系统》，原著：鲤鱼飞起来。子承父业的山村少年，响应国家号召，积极发动脱贫攻坚战，在扶贫政策的支持下，开医馆，种蔬菜，开果园，包鱼塘，修公路，带领全村人走上致富之路。              ",完结,第81话 女人,否,,,否
182,211856,男神心动记,百神社,https://oss.mkzcdn.com/comic/cover/20190927/5d8d7f886bc61-750x999.jpg!cover-400,"
              这是一个比男生还帅的女主意图扑倒一个比女生还美的男主，最终反被扑倒的故事。              ",完结,最终话 不完美的大结局,否,,,否
183,212651,史上最强帝后,趣看漫画,https://oss.mkzcdn.com/comic/cover/20180413/5ad061fe42e04-600x800.!cover-400,"
              【每周三、周五更新】穿越到帝后大婚之夜，苏伶婉一拳KO了骑在自己身上的男人，成就了大周史上第一位大婚之夜被贬入冷宫的皇后娘娘！纳尼？她除了打了皇上，还逃婚？不好意思，她失忆了！可是皇上大人却不肯放过失忆的她，这没事来蹂躏一下她，算几个意思？！              ",完结,第60话 让我见他,否,,,否
184,213077,养个皇子来防老,源创优加,https://oss.mkzcdn.com/comic/cover/20180810/5b6cf3a186503-600x800.jpg!cover-400,"
              我把你当弟弟你却想上我？！宫女妹子养大皇子‘弟弟’，陪着皇子从式微到崛起，本以为有个靠山能够早日出宫嫁个如意郎君，没想到却被皇子‘弟弟’强势扑倒：我，就是你的如意郎君。              ",完结,第52话,否,,,否
185,208699,加油大魔王！,咕啾组,https://oss.mkzcdn.com/zymkcover/000/000/105.jpg!cover-400,"
              曾经，大魔王曾向人类发起了进攻，三贤者与大魔王苦战，之中的大贤者牺牲自己封印了大魔王。。。800年后，有一个万年见习生：沙拉曼，在参加第32次见习生考试时，又误打误撞作出了催眠气体。而他的宠物蛇小莩来头不小，竟然能变成人形！小莩带着沙拉曼逃走了。而收养沙拉曼的大魔导士实在忍不住了，他似乎有着不可抗拒的理由，破例让沙拉曼升入一年级星优班。              ",完结,你愿意为梦想付费吗,否,,,否
186,213427,今天要和哪个我恋爱呢？,极漫文化,https://oss.mkzcdn.com/comic/cover/20190411/5caf10891ae1b-750x999.jpg!cover-400,"
              这是一部腐女和小奶狗（伪）、狼王子（真）的搞笑校园恋爱故事              ",完结,新婚番外,否,,,否
187,212590,鸾凤惊天,游神咕咕,https://oss.mkzcdn.com/comic/cover/20180521/5b027de209717-600x800.jpg!cover-400,"
              神界之女被误认为“魔星”转世差点夭折，被母上丢入凡间。被捡到后收做二皇子护卫培养，恋上自己的“主子”二皇子，无奈二皇子是个绿茶控，女主的少女玻璃心碎了一地……在发现男人不靠谱后，小姐姐一步一步踏上了开启自己皇权的道路。              ",完结,第54话 羊入虎口,否,,,否
188,211810,我管漂亮你管帅,左岸卡漫,https://oss.mkzcdn.com/zymkcover/999/mh/104787.jpg!cover-400,"
              花季美少女林小雅莫名其妙的成了孩子他妈，霸气总裁各种过分要求生二胎              ",完结,12月20日公告,否,,,否
189,210947,赤色爱恋,云端漫画,https://oss.mkzcdn.com/comic/cover/20190923/5d88a1fa52099-750x999.jpg!cover-400,"
              因为偶然间救下了他，她的命运发生了翻天复地的变化，既然他已经有了27个女人，又怎么会差我一个！亏得我给他生了孩子！少帅了不起啊，军阀牛叉啊！想娶她进门！？行，先把他的祸根剐了，再将其他女人扫地出门， 否则，免谈！              ",完结,第176话,否,,,否
190,213013,热辣新妻,落尘漫画,https://oss.mkzcdn.com/comic/cover/20180727/5b5a7be45a32c-600x800.jpg!cover-400,"
              【每周二、五更新】她一个男科女医生貌美如花，医术高超，可没人知道她自己X生活却不太和谐。当就诊的男病人中，出现一个英俊多金的性感男人，对她撩拨不断勾引不断，她该不该迷足深陷？…沉沦中，一个个暴力又带有绯色的残酷梦境似假还真，会将她的命运推向何方?              ",完结,最终话,否,,,否
191,214221,燃情陷阱,极漫文化,https://oss.mkzcdn.com/comic/cover/20190927/5d8d74f044f8b-750x999.jpg!cover-400,"
              懦弱的尧锦溪备受欺凌，嫁给秦氏总裁秦熠却从不曾正眼看过她一眼，最终惨死在妹妹尧倩倩之手。习惯性了退缩和忍让，却发现什么都守护不了？！再睁眼，重生回到三年前与秦熠相遇时，这一世，她不要做这样的自己，按自己的喜好生活，不再去看他的脸色，不想却点燃了他如火燎原的好奇心，“我帮你排除万难调查真凶，而你，负责嫁给我”。              ",完结,最终话 他是个好人？,否,,,否
192,213448,重生帝女乱天下,博易动漫,https://oss.mkzcdn.com/comic/cover/20190325/5c9890afaa25a-750x999.jpg!cover-400,"
              杀手穿越到南宫国镇国公懦弱大小姐的身上，与南宫国皇子相互扶持同生共死，最后走到一起。              ",完结,最终话 她的婚事,否,,,否
193,212586,总裁您的将军掉了,咸鱼缸,https://oss.mkzcdn.com/comic/cover/20180311/5aa4e264eb37f-600x800.!cover-400,"
              大将军姬夜在行军中遭遇敌袭，落水昏迷，清醒之后却发现自己躺在一个陌生男人身边；轩辕太一一觉醒来，发现那个唯自己是从的女人性情大变，居然敢和他玩“鞭子”？！              ",完结,第86话,否,,,否
194,212256,我和反派大神私奔了,星幻月舞,https://oss.mkzcdn.com/comic/cover/20181206/5c08e902dde51-600x800.jpg!cover-400,"
              “某玄幻小说一男N女！种马设定！哔——了狗！什么垃圾设定！”我，一个职业水军，水军中的战斗鸡。没想到有一天，我会穿越到我吐槽的种马小说里……主角太愚蠢太下流！不如扶个反派大神上位？              ",完结,最终话,否,,,否
195,213670,地狱鬼妻,MK酷漫,https://oss.mkzcdn.com/comic/cover/20190620/5d0b3efeafe81-750x999.jpg!cover-400,"
              平凡少年陆小涵刚失去父母就迎来了未婚妻。居然还是个地狱来的鬼媳妇。从此开启了自己抓鬼之路。才不是啦！其实我们是养鬼的！              ",完结,最终话 绝境2,否,,,否
196,212118,破界之路,艾鲁猫工作室,https://oss.mkzcdn.com/comic/cover/20190130/5c512e084e887-750x999.jpg!cover-400,"
              卓路遥，初出茅庐的修仙少年，坚持自己的降妖理念，笃信自己所走的路，然而初次下山便遇不平，千年仙会上更增疑惑，再与神秘少女相遇，撞上群仙杀劫、万妖蠢动，路就不在只有一个方向……              ",完结,第71话,否,,,否
197,213476,妙手天医在都市,天翼爱动漫,https://oss.mkzcdn.com/comic/cover/20181010/5bbdaf6a9b216-600x800.jpg!cover-400,"
              流氓天医的超凡身手替美女分忧，令敌人闻风丧胆。可不巧的是祖传圣医经被夺，天医陆一航被迫无奈只好开启“阴谋流氓”模式……              ",完结,第123话 最终话,否,,,否
198,212007,千金的转身,日溯,https://oss.mkzcdn.com/comic/cover/20180112/5a5878036e349-1500x1999.jpg!cover-400,"
              毫无特技傍身的富家女渔佳瑶家境突变沦为平民，被男友甩，被朋友背叛，凭着勤奋好学逆袭成一线大明星，并找到真爱！              ",完结,第67话,否,,,否
199,212843,极品公寓仙妻,二次元动漫,https://oss.mkzcdn.com/comic/cover/20181008/5bbb28cc96029-599x799.jpg!cover-400,"
              从天而降的妹子居然是异世界的大魔法师？而且还会成为我的妻子？其他异世界强大的超能力者穿越到现代都市，因区域元素能力受到限制，与男主展开搞笑的日常生活！              ",完结,作品推荐2 末日刁民 预告,否,,,否
